Bács-Kiskun megye,Baranya megye,Békés megye,Borsod-Abaúj-Zemplén megye,Budapest,Csongrád megye,Fejér megye,Győr-Moson-Sopron megye,Hajdú-Bihar megye,Heves megye,Jász-Nagykun-Szolnok megye,Komárom-Eszergom megye,Nógrád megye,Pest megye,Somogy megye,Szabolcs-Szatmár-Bereg megye,Tolna megye,Vas megye,Veszprém megye,Zala megye
524841,360704,338025,684793,1752286,406205,426120,449967,539674,307985,386752,311411,201919,1237561,312084,555496,231183,257688,353068,287043
